ReviewID,CustomerID,ProductID,ProductName,ReviewDate,Rating,ReviewText,BERT_SentimentScore,SentimentBucket,IssueType,IssueConfidence,BusinessOutput
698,4,18,Volleyball,2023-06-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
699,42,19,Hockey Stick,2023-01-30,3,"Usable for beginners, though the overall quality does not justify the price.",0.9775550365447998,Mixed Positive,,0.4026,Improvement suggestions
700,14,2,Fitness Tracker,2023-11-23,4,"I    love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
701,68,4,Dumbbells,2023-01-02,5,The product reached without any damage.,0.9913528561592102,Positive,,0.2376,Customer satisfied.
702,92,3,Yoga Mat,2025-02-06,3,"It performs the basic function, but I expected better finishing and comfort.",-0.9803825616836548,Mixed Negative,quality,0.2989,quality
703,3,16,Kayak,2024-04-17,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
704,8,20,Boxing Gloves,2024-09-26,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
705,88,11,Ski Boots,2025-05-25,5,Exceeded    my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
706,75,5,Soccer Ball,2024-01-03,5,Exceeded  my    expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
707,96,16,Kayak,2024-08-08,2,"Usable for beginners, though the overall quality does not justify the price.",0.9775550365447998,Mixed Negative,quality,0.4026,quality
708,70,17,Surfboard,2024-01-20,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
709,1,16,Kayak,2023-02-25,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
710,88,7,Basketball,2025-09-26,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
711,39,12,Ice Skates,2023-12-07,5,"Excellent    product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
712,53,17,Surfboard,2024-09-17,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239,quality
713,55,12,Ice Skates,2024-12-12,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
714,76,2,Fitness Tracker,2023-01-11,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,,0.336,Customer satisfied.
715,13,2,Fitness Tracker,2024-03-26,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
716,64,2,Fitness Tracker,2023-08-12,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,,0.4388,Improvement suggestions
717,82,1,Running Shoes,2025-03-07,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
718,30,20,Boxing Gloves,2023-05-19,1,"Terrible  customer  service,  would  not  buy  again.",-0.9995811581611632,Negative,support,0.3011,support
719,24,4,Dumbbells,2025-12-03,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Negative,quality,0.2548,quality
720,41,4,Dumbbells,2025-08-05,5,Shipping  was  fast  and  the  item  was    well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
721,4,15,Climbing Rope,2024-09-25,2,Not    worth  the  money.,-0.9998021721839904,Negative,pricing,0.2816,pricing
722,68,16,Kayak,2025-10-14,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
723,84,7,Basketball,2023-11-22,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442,delivery
724,31,3,Yoga Mat,2024-01-21,4,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,,0.3048,Customer satisfied.
725,13,6,Tennis Racket,2025-09-30,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
726,33,20,Boxing Gloves,2024-10-16,5,Customer  support  was    very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
727,39,1,Running Shoes,2025-09-24,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
728,30,1,Running Shoes,2024-08-23,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
729,99,9,Baseball Glove,2023-03-17,1,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative,quality,0.507,quality
730,67,6,Tennis Racket,2025-01-15,4,The  quality  is    top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
731,4,7,Basketball,2023-07-13,5,The  build    quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
732,56,20,Boxing Gloves,2025-03-02,4,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
733,75,13,Swim Goggles,2024-11-07,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
734,63,2,Fitness Tracker,2024-03-10,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
735,22,15,Climbing Rope,2024-03-02,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
736,72,6,Tennis Racket,2023-10-17,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
737,45,15,Climbing Rope,2023-10-11,3,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Positive,,0.507,Improvement suggestions
738,3,12,Ice Skates,2025-08-22,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,,0.336,Customer satisfied.
739,70,18,Volleyball,2023-07-05,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
740,33,5,Soccer Ball,2025-02-05,2,Very durable and performs well for daily use.,0.9998507499694824,Mixed Negative,quality,0.4388,quality
741,3,9,Baseball Glove,2025-05-24,3,Not    worth  the  money.,-0.9998021721839904,Mixed Negative,pricing,0.2816,pricing
742,84,7,Basketball,2025-03-03,3,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Negative,support,0.2442,support
743,89,3,Yoga Mat,2023-05-15,3,"Usable for beginners, though the overall quality does not justify the price.",0.9775550365447998,Mixed Positive,,0.4026,Improvement suggestions
744,63,19,Hockey Stick,2023-03-31,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239,quality
745,85,12,Ice Skates,2024-05-17,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
746,24,13,Swim Goggles,2024-03-28,5,"I  love    this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
747,84,1,Running Shoes,2023-04-27,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
748,100,13,Swim Goggles,2025-09-15,3,"Great  purchase,    very  satisfied.",0.9998626708984376,Mixed Positive,,0.2698,Improvement suggestions
749,64,13,Swim Goggles,2025-06-28,2,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative,quality,0.507,quality
750,3,5,Soccer Ball,2024-06-20,4,The    quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
751,58,17,Surfboard,2025-07-11,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
752,7,12,Ice Skates,2024-10-11,1,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Negative,quality,0.4239,quality
753,94,4,Dumbbells,2023-01-29,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
754,55,11,Ski Boots,2025-07-11,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
755,27,15,Climbing Rope,2024-03-31,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
756,94,8,Football Helmet,2025-03-25,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,,0.336,Customer satisfied.
757,8,13,Swim Goggles,2023-09-27,4,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,,0.3048,Customer satisfied.
758,53,1,Running Shoes,2024-05-23,2,"Average  experience,  nothing    special.",-0.9992826581001282,Negative,support,0.2637,support
759,21,16,Kayak,2024-12-13,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
760,100,5,Soccer Ball,2025-12-18,3,Not    worth  the  money.,-0.9998021721839904,Mixed Negative,pricing,0.2816,pricing
761,49,16,Kayak,2025-03-17,3,Customer  support  was  very  helpful.,0.9991816878318788,Mixed Positive,,0.3455,Improvement suggestions
762,39,13,Swim Goggles,2025-05-31,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
763,54,16,Kayak,2023-08-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
764,84,11,Ski Boots,2024-07-08,1,"Terrible  customer  service,  would  not  buy  again.",-0.9995811581611632,Negative,support,0.3011,support
765,74,18,Volleyball,2024-12-11,1,Disappointed  with  the  performance.,-0.9997925162315368,Negative,support,0.248,support
766,83,7,Basketball,2025-07-31,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
767,48,11,Ski Boots,2023-10-09,5,Exceeded    my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
768,24,16,Kayak,2023-02-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
769,77,7,Basketball,2024-09-02,5,"Excellent  product,    highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
770,52,1,Running Shoes,2025-02-02,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
771,32,12,Ice Skates,2025-03-21,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,,0.336,Customer satisfied.
772,62,4,Dumbbells,2023-09-13,4,Five    stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
773,17,14,Cycling Helmet,2024-06-21,2,Disappointed  with  the  performance.,-0.9997925162315368,Negative,support,0.248,support
774,46,6,Tennis Racket,2025-12-10,5,"Great  purchase,    very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
775,13,16,Kayak,2025-08-31,4,"Great  purchase,  very    satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
776,17,13,Swim Goggles,2023-01-12,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
777,81,6,Tennis Racket,2024-02-14,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
778,97,7,Basketball,2025-06-11,5,The  quality  is    top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
779,66,17,Surfboard,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
780,83,1,Running Shoes,2025-10-23,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
781,68,13,Swim Goggles,2024-06-06,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
782,25,3,Yoga Mat,2024-08-19,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
783,21,18,Volleyball,2024-11-30,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
784,22,16,Kayak,2024-12-09,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Negative,quality,0.2548,quality
785,9,10,Golf Clubs,2025-10-11,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
786,37,13,Swim Goggles,2025-07-29,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
787,59,5,Soccer Ball,2024-08-08,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
788,83,15,Climbing Rope,2025-05-16,3,Customer  support  was    very  helpful.,0.9991816878318788,Mixed Positive,,0.3455,Improvement suggestions
789,7,17,Surfboard,2023-04-08,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,,0.3689,Customer satisfied.
790,73,9,Baseball Glove,2024-06-08,4,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,,0.3048,Customer satisfied.
791,11,18,Volleyball,2023-06-27,3,"Average  experience,  nothing    special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
792,88,14,Cycling Helmet,2023-07-29,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
793,53,7,Basketball,2025-05-21,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
794,24,17,Surfboard,2024-12-03,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
795,4,14,Cycling Helmet,2024-12-16,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
796,27,17,Surfboard,2025-02-27,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
797,68,19,Hockey Stick,2025-02-22,5,The  quality  is    top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
798,95,13,Swim Goggles,2023-08-22,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637,support
799,96,9,Baseball Glove,2025-07-17,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
800,74,8,Football Helmet,2024-05-23,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
801,36,10,Golf Clubs,2023-01-09,2,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative,quality,0.507,quality
802,12,16,Kayak,2023-03-04,5,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,,0.3048,Customer satisfied.
803,6,11,Ski Boots,2023-09-22,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
804,16,8,Football Helmet,2025-09-22,3,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Mixed Positive,,0.336,Improvement suggestions
805,76,20,Boxing Gloves,2024-10-28,2,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative,quality,0.507,quality
806,18,9,Baseball Glove,2023-08-28,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
807,68,8,Football Helmet,2025-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
808,49,6,Tennis Racket,2025-12-12,3,"Good  quality,  but  could  be    cheaper.",0.955940008163452,Mixed Positive,,0.3168,Improvement suggestions
809,37,17,Surfboard,2023-08-20,2,Product  did  not  meet  my    expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
810,56,2,Fitness Tracker,2025-06-24,2,Disappointed  with  the  performance.,-0.9997925162315368,Negative,support,0.248,support
811,10,2,Fitness Tracker,2024-01-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
812,80,20,Boxing Gloves,2025-04-19,4,"I  love  this  product,  will    buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
813,58,15,Climbing Rope,2024-03-28,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
814,93,3,Yoga Mat,2024-10-28,3,"It performs the basic function, but I expected better finishing and comfort.",-0.9803825616836548,Mixed Negative,quality,0.2989,quality
815,72,6,Tennis Racket,2025-11-19,1,I  had  a  bad  experience    with  this  product.,-0.9998112320899964,Negative,quality,0.2421,quality
816,91,1,Running Shoes,2024-01-11,4,"Great  purchase,    very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
817,6,15,Climbing Rope,2024-11-17,3,Five  stars  for  the  quick  delivery.,0.9993364214897156,Mixed Positive,,0.2803,Improvement suggestions
818,55,20,Boxing Gloves,2023-12-11,3,"Average  experience,  nothing    special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
819,20,15,Climbing Rope,2024-05-12,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
820,47,19,Hockey Stick,2023-04-10,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239,quality
821,98,12,Ice Skates,2025-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
822,47,15,Climbing Rope,2023-01-28,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
823,59,14,Cycling Helmet,2024-09-29,5,Five    stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
824,77,13,Swim Goggles,2024-07-30,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,,0.4388,Improvement suggestions
825,21,18,Volleyball,2023-01-10,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.9994804263114928,Negative,delivery,0.2272,delivery
826,8,11,Ski Boots,2024-10-29,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
827,84,18,Volleyball,2025-04-05,5,The product reached without any damage.,0.9913528561592102,Positive,,0.2376,Customer satisfied.
828,53,20,Boxing Gloves,2025-02-28,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
829,31,9,Baseball Glove,2023-05-17,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
830,61,19,Hockey Stick,2025-07-23,2,"Average  experience,  nothing    special.",-0.9992826581001282,Negative,support,0.2637,support
831,48,17,Surfboard,2025-08-30,3,"Usable for beginners, though the overall quality does not justify the price.",0.9775550365447998,Mixed Positive,,0.4026,Improvement suggestions
832,44,17,Surfboard,2024-04-23,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
833,31,18,Volleyball,2023-08-29,5,Exceeded  my    expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
834,74,1,Running Shoes,2025-09-21,2,"Average    experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637,support
835,12,12,Ice Skates,2024-05-07,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
836,52,9,Baseball Glove,2023-10-25,1,Product  did    not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
837,19,16,Kayak,2023-12-11,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
838,61,17,Surfboard,2024-04-21,5,Shipping  was  fast  and  the    item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
839,79,7,Basketball,2024-08-02,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
840,44,10,Golf Clubs,2023-01-30,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
841,88,10,Golf Clubs,2023-08-25,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
842,70,17,Surfboard,2024-10-03,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
843,51,13,Swim Goggles,2025-08-28,2,Not  worth    the  money.,-0.9998021721839904,Negative,pricing,0.2816,pricing
844,66,10,Golf Clubs,2023-07-01,4,"I  love  this  product,  will    buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
845,89,7,Basketball,2023-07-26,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
846,17,17,Surfboard,2024-04-22,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
847,6,5,Soccer Ball,2025-05-29,1,"Terrible  customer  service,  would  not  buy  again.",-0.9995811581611632,Negative,support,0.3011,support
848,6,18,Volleyball,2023-03-08,1,The  product  stopped  working  after  a  month.,-0.999716579914093,Negative,quality,0.3017,quality
849,78,10,Golf Clubs,2025-02-01,2,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Mixed Negative,quality,0.336,quality
850,89,12,Ice Skates,2023-07-24,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
851,31,12,Ice Skates,2025-11-29,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
852,37,11,Ski Boots,2024-12-03,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
853,42,11,Ski Boots,2023-05-19,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
854,7,5,Soccer Ball,2025-06-09,5,Shipping  was  fast    and  the  item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
855,2,7,Basketball,2024-01-08,2,"Usable for beginners, though the overall quality does not justify the price.",0.9775550365447998,Mixed Negative,quality,0.4026,quality
856,23,6,Tennis Racket,2023-01-03,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
857,11,15,Climbing Rope,2023-10-17,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
858,92,17,Surfboard,2025-05-05,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
859,6,19,Hockey Stick,2024-06-25,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,,0.3689,Customer satisfied.
860,27,5,Soccer Ball,2025-01-26,3,Not  worth    the  money.,-0.9998021721839904,Mixed Negative,pricing,0.2816,pricing
861,70,8,Football Helmet,2024-04-18,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
862,4,10,Golf Clubs,2025-01-17,2,Disappointed  with  the  performance.,-0.9997925162315368,Negative,support,0.248,support
863,93,5,Soccer Ball,2025-07-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
864,85,1,Running Shoes,2025-01-16,4,Customer  support  was  very    helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
865,17,13,Swim Goggles,2025-03-03,4,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Positive,,0.2442,Improvement suggestions
866,36,16,Kayak,2025-03-03,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
867,7,8,Football Helmet,2023-07-20,1,"Terrible  customer  service,  would  not  buy  again.",-0.9995811581611632,Negative,support,0.3011,support
868,10,14,Cycling Helmet,2024-11-01,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
869,18,3,Yoga Mat,2023-02-02,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
870,19,2,Fitness Tracker,2023-03-19,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
871,3,5,Soccer Ball,2024-03-20,5,The    build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
872,96,3,Yoga Mat,2025-04-14,2,Product  did    not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
873,82,15,Climbing Rope,2025-06-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
874,78,8,Football Helmet,2025-11-09,4,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
875,44,20,Boxing Gloves,2023-11-27,4,Very durable and performs well for daily use.,0.9998507499694824,Positive,,0.4388,Customer satisfied.
876,10,19,Hockey Stick,2024-06-19,1,The  product  stopped  working  after  a  month.,-0.999716579914093,Negative,quality,0.3017,quality
877,78,14,Cycling Helmet,2024-08-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
878,24,10,Golf Clubs,2025-05-26,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637,support
879,2,6,Tennis Racket,2023-09-16,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
880,29,13,Swim Goggles,2023-07-31,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
881,63,2,Fitness Tracker,2023-04-25,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
882,6,7,Basketball,2024-10-08,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
883,4,9,Baseball Glove,2023-07-08,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
884,24,2,Fitness Tracker,2023-11-08,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,,0.3689,Customer satisfied.
885,58,6,Tennis Racket,2024-09-10,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
886,95,15,Climbing Rope,2025-02-14,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
887,38,10,Golf Clubs,2025-03-17,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637,support
888,83,4,Dumbbells,2023-01-05,1,I  had  a  bad  experience  with  this  product.,-0.9998112320899964,Negative,quality,0.2421,quality
889,45,15,Climbing Rope,2024-10-02,4,"Great    purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
890,59,5,Soccer Ball,2024-07-25,1,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
891,48,9,Baseball Glove,2025-02-26,3,"Usable for beginners, though the overall quality does not justify the price.",0.9775550365447998,Mixed Positive,,0.4026,Improvement suggestions
892,27,4,Dumbbells,2025-08-01,4,"Great  purchase,  very    satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
893,51,3,Yoga Mat,2024-02-06,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
894,82,4,Dumbbells,2023-06-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
895,38,4,Dumbbells,2024-10-28,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
896,40,20,Boxing Gloves,2025-10-17,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
897,48,5,Soccer Ball,2025-01-05,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Negative,quality,0.2548,quality
898,76,15,Climbing Rope,2023-09-18,5,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,,0.3048,Customer satisfied.
899,89,9,Baseball Glove,2024-01-02,4,Very durable and performs well for daily use.,0.9998507499694824,Positive,,0.4388,Customer satisfied.
900,10,5,Soccer Ball,2025-04-04,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
901,16,19,Hockey Stick,2023-02-15,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
902,75,13,Swim Goggles,2025-07-02,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
903,69,5,Soccer Ball,2025-10-05,4,Customer  support    was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
